,"('delta',)","('lambda',)",delta_pred,lambda_pred
3734,0.6,0.1,0.467,0.357
3735,0.6,0.5,0.467,0.365
3736,0.6,0.5,0.467,0.357
3737,0.6,0.1,0.503,0.27
3738,0.4,0.233,0.534,0.231
3739,0.6,0.367,0.503,0.27
3740,0.533,0.367,0.473,0.309
3741,0.4,0.5,0.534,0.231
3742,0.533,0.5,0.467,0.357
3743,0.6,0.1,0.473,0.309
3744,0.467,0.233,0.534,0.231
3745,0.6,0.233,0.467,0.357
3746,0.6,0.233,0.473,0.309
3747,0.4,0.233,0.503,0.27
3748,0.4,0.1,0.467,0.357
3749,0.533,0.1,0.534,0.231
3750,0.533,0.367,0.503,0.27
3751,0.4,0.5,0.534,0.231
3752,0.467,0.5,0.473,0.309
3753,0.467,0.5,0.467,0.365
3754,0.4,0.1,0.467,0.357
3755,0.533,0.5,0.503,0.27
3756,0.533,0.367,0.503,0.27
3757,0.6,0.367,0.467,0.365
3758,0.533,0.367,0.503,0.27
3759,0.6,0.1,0.503,0.27
3760,0.467,0.233,0.534,0.231
3761,0.467,0.233,0.473,0.309
3762,0.533,0.5,0.467,0.365
3763,0.467,0.233,0.503,0.27
3764,0.533,0.367,0.503,0.27
3765,0.467,0.5,0.473,0.309
3766,0.467,0.367,0.467,0.357
3767,0.4,0.233,0.56,0.2
3768,0.4,0.233,0.473,0.309
3769,0.4,0.1,0.503,0.27
3770,0.467,0.5,0.503,0.27
3771,0.6,0.367,0.467,0.365
3772,0.533,0.233,0.534,0.231
3773,0.4,0.5,0.467,0.365
3774,0.4,0.1,0.467,0.357
3775,0.4,0.1,0.534,0.231
3776,0.467,0.5,0.467,0.357
3777,0.467,0.5,0.467,0.365
3778,0.533,0.233,0.503,0.27
3779,0.4,0.233,0.503,0.27
3780,0.533,0.233,0.534,0.231
3781,0.6,0.367,0.534,0.231
3782,0.533,0.367,0.467,0.365
3783,0.533,0.367,0.503,0.27
3784,0.467,0.5,0.473,0.309
3785,0.6,0.367,0.473,0.309
3786,0.467,0.1,0.503,0.27
3787,0.467,0.367,0.473,0.309
3788,0.6,0.1,0.467,0.357
3789,0.6,0.5,0.473,0.309
3790,0.467,0.1,0.473,0.309
3791,0.467,0.367,0.467,0.357
3792,0.4,0.233,0.467,0.365
3793,0.6,0.367,0.534,0.231
3794,0.4,0.233,0.467,0.365
3795,0.4,0.5,0.503,0.27
3796,0.4,0.1,0.473,0.309
3797,0.533,0.233,0.473,0.309
3798,0.467,0.233,0.503,0.27
3799,0.467,0.367,0.467,0.365
3800,0.4,0.1,0.467,0.357
3801,0.533,0.1,0.473,0.309
3802,0.533,0.1,0.503,0.27
3803,0.533,0.233,0.473,0.309
3804,0.6,0.367,0.473,0.309
3805,0.533,0.5,0.473,0.309
3806,0.467,0.1,0.473,0.309
3807,0.467,0.367,0.467,0.357
3808,0.4,0.233,0.467,0.365
3809,0.4,0.367,0.473,0.309
3810,0.4,0.367,0.467,0.365
3811,0.533,0.367,0.503,0.27
3812,0.467,0.5,0.503,0.27
3813,0.467,0.5,0.467,0.365
3814,0.4,0.5,0.503,0.27
3815,0.467,0.5,0.467,0.357
3816,0.467,0.233,0.473,0.309
3817,0.467,0.5,0.467,0.365
3818,0.4,0.1,0.473,0.309
3819,0.6,0.5,0.473,0.309
3820,0.4,0.233,0.467,0.357
3821,0.533,0.233,0.473,0.309
3822,0.467,0.233,0.473,0.309
3823,0.467,0.1,0.503,0.27
3824,0.6,0.1,0.503,0.27
3825,0.4,0.233,0.473,0.309
3826,0.6,0.367,0.534,0.231
3827,0.533,0.233,0.473,0.309
3828,0.4,0.5,0.503,0.27
3829,0.4,0.233,0.473,0.309
3830,0.6,0.5,0.467,0.365
3831,0.4,0.1,0.534,0.231
3832,0.6,0.367,0.473,0.309
3833,0.467,0.233,0.503,0.27
3834,0.6,0.1,0.473,0.309
3835,0.533,0.367,0.534,0.231
3836,0.467,0.367,0.503,0.27
3837,0.533,0.5,0.473,0.309
3838,0.533,0.1,0.473,0.309
3839,0.4,0.367,0.503,0.27
3840,0.467,0.1,0.473,0.309
3841,0.467,0.1,0.473,0.309
3842,0.6,0.5,0.467,0.365
3843,0.4,0.233,0.473,0.309
3844,0.6,0.5,0.534,0.231
3845,0.6,0.5,0.503,0.27
3846,0.467,0.5,0.467,0.365
3847,0.533,0.5,0.473,0.309
3848,0.533,0.1,0.473,0.309
3849,0.6,0.5,0.534,0.231
3850,0.533,0.367,0.503,0.27
3851,0.6,0.1,0.473,0.309
3852,0.533,0.5,0.534,0.231
3853,0.533,0.233,0.473,0.309
3854,0.533,0.367,0.467,0.365
3855,0.467,0.1,0.503,0.27
3856,0.4,0.367,0.503,0.27
3857,0.533,0.367,0.473,0.309
3858,0.467,0.233,0.473,0.309
3859,0.533,0.5,0.467,0.365
3860,0.4,0.1,0.503,0.27
3861,0.4,0.5,0.503,0.27
3862,0.6,0.5,0.503,0.27
3863,0.533,0.5,0.473,0.309
3864,0.533,0.1,0.473,0.309
3865,0.4,0.367,0.473,0.309
3866,0.533,0.233,0.534,0.231
3867,0.533,0.5,0.473,0.309
3868,0.533,0.1,0.473,0.309
3869,0.4,0.1,0.473,0.309
3870,0.6,0.367,0.534,0.231
3871,0.533,0.1,0.467,0.357
3872,0.467,0.367,0.467,0.365
3873,0.467,0.367,0.473,0.309
3874,0.4,0.367,0.467,0.365
3875,0.533,0.367,0.467,0.365
3876,0.6,0.367,0.503,0.27
3877,0.533,0.233,0.473,0.309
3878,0.4,0.5,0.473,0.309
3879,0.533,0.233,0.534,0.231
3880,0.467,0.5,0.467,0.365
3881,0.533,0.5,0.467,0.357
3882,0.6,0.1,0.534,0.231
3883,0.533,0.367,0.473,0.309
3884,0.467,0.5,0.473,0.309
3885,0.4,0.1,0.467,0.357
3886,0.6,0.5,0.467,0.365
3887,0.467,0.367,0.503,0.27
3888,0.467,0.233,0.473,0.309
3889,0.533,0.1,0.473,0.309
3890,0.6,0.367,0.534,0.231
3891,0.6,0.5,0.473,0.309
3892,0.6,0.1,0.503,0.27
3893,0.6,0.233,0.467,0.365
3894,0.6,0.5,0.473,0.309
3895,0.467,0.1,0.467,0.357
3896,0.533,0.1,0.467,0.357
3897,0.4,0.233,0.473,0.309
3898,0.4,0.233,0.473,0.309
3899,0.4,0.5,0.467,0.365
3900,0.467,0.367,0.473,0.309
3901,0.6,0.1,0.473,0.309
3902,0.533,0.1,0.473,0.309
3903,0.4,0.5,0.534,0.231
3904,0.533,0.233,0.473,0.309
3905,0.4,0.367,0.473,0.309
3906,0.4,0.233,0.503,0.27
3907,0.467,0.1,0.473,0.309
3908,0.6,0.367,0.534,0.231
3909,0.6,0.5,0.503,0.27
3910,0.6,0.1,0.503,0.27
3911,0.4,0.367,0.467,0.357
3912,0.467,0.233,0.473,0.309
3913,0.467,0.367,0.503,0.27
3914,0.467,0.1,0.473,0.309
3915,0.6,0.233,0.503,0.27
3916,0.4,0.367,0.503,0.27
3917,0.4,0.1,0.473,0.309
3918,0.4,0.1,0.467,0.357
3919,0.4,0.367,0.467,0.365
3920,0.467,0.367,0.503,0.27
3921,0.467,0.1,0.534,0.231
3922,0.533,0.367,0.467,0.357
3923,0.467,0.1,0.534,0.231
3924,0.467,0.1,0.473,0.309
3925,0.533,0.367,0.503,0.27
3926,0.467,0.1,0.467,0.365
3927,0.4,0.367,0.503,0.27
3928,0.467,0.1,0.467,0.365
3929,0.6,0.233,0.473,0.309
3930,0.6,0.367,0.503,0.27
3931,0.533,0.5,0.503,0.27
3932,0.533,0.1,0.534,0.231
3933,0.4,0.233,0.503,0.27
3934,0.533,0.1,0.473,0.309
3935,0.533,0.233,0.534,0.231
3936,0.467,0.367,0.503,0.27
3937,0.4,0.367,0.467,0.365
3938,0.533,0.5,0.534,0.231
3939,0.467,0.233,0.503,0.27
3940,0.467,0.367,0.473,0.309
3941,0.467,0.5,0.473,0.309
3942,0.6,0.5,0.534,0.231
3943,0.467,0.367,0.503,0.27
3944,0.533,0.5,0.534,0.231
3945,0.6,0.367,0.467,0.365
3946,0.533,0.367,0.467,0.365
3947,0.533,0.367,0.534,0.231
3948,0.467,0.233,0.473,0.309
3949,0.6,0.5,0.473,0.309
3950,0.6,0.367,0.534,0.231
3951,0.4,0.367,0.473,0.309
3952,0.533,0.1,0.473,0.309
3953,0.6,0.5,0.473,0.309
3954,0.467,0.5,0.467,0.365
3955,0.533,0.5,0.467,0.365
3956,0.6,0.367,0.473,0.309
3957,0.6,0.233,0.534,0.231
3958,0.6,0.1,0.473,0.309
3959,0.6,0.367,0.473,0.309
3960,0.533,0.1,0.534,0.231
3961,0.6,0.5,0.467,0.365
3962,0.533,0.1,0.467,0.357
3963,0.6,0.233,0.473,0.309
3964,0.467,0.233,0.534,0.231
3965,0.467,0.1,0.473,0.309
3966,0.6,0.367,0.473,0.309
3967,0.467,0.5,0.473,0.309
3968,0.4,0.5,0.467,0.365
3969,0.467,0.1,0.534,0.231
3970,0.467,0.1,0.467,0.357
3971,0.6,0.1,0.473,0.309
3972,0.6,0.1,0.534,0.231
3973,0.533,0.367,0.467,0.365
3974,0.533,0.367,0.467,0.365
3975,0.4,0.1,0.503,0.27
3976,0.6,0.5,0.473,0.309
3977,0.4,0.233,0.473,0.309
3978,0.4,0.367,0.467,0.365
3979,0.6,0.367,0.467,0.357
3980,0.6,0.5,0.473,0.309
3981,0.4,0.5,0.467,0.365
3982,0.4,0.367,0.503,0.27
3983,0.4,0.5,0.473,0.309
3984,0.4,0.1,0.473,0.309
3985,0.467,0.233,0.534,0.231
3986,0.533,0.367,0.503,0.27
3987,0.467,0.1,0.503,0.27
3988,0.533,0.367,0.473,0.309
3989,0.6,0.1,0.503,0.27
3990,0.4,0.5,0.473,0.309
3991,0.6,0.233,0.467,0.365
3992,0.533,0.367,0.503,0.27
3993,0.533,0.367,0.467,0.365
3994,0.4,0.5,0.534,0.231
3995,0.4,0.233,0.503,0.27
3996,0.467,0.233,0.467,0.357
3997,0.6,0.233,0.473,0.309
3998,0.6,0.5,0.473,0.309
3999,0.467,0.233,0.503,0.27
4000,0.6,0.5,0.473,0.309
4001,0.6,0.367,0.473,0.309
4002,0.533,0.233,0.467,0.365
4003,0.4,0.233,0.473,0.309
4004,0.4,0.233,0.473,0.309
4005,0.6,0.5,0.473,0.309
4006,0.6,0.233,0.467,0.357
4007,0.467,0.367,0.473,0.309
4008,0.533,0.233,0.467,0.365
4009,0.4,0.5,0.534,0.231
4010,0.533,0.5,0.534,0.231
4011,0.467,0.367,0.467,0.365
4012,0.467,0.1,0.503,0.27
4013,0.4,0.367,0.467,0.365
4014,0.6,0.233,0.467,0.357
4015,0.533,0.233,0.503,0.27
4016,0.533,0.367,0.473,0.309
4017,0.533,0.367,0.473,0.309
4018,0.4,0.1,0.473,0.309
4019,0.467,0.1,0.473,0.309
4020,0.467,0.367,0.473,0.309
4021,0.4,0.233,0.473,0.309
4022,0.6,0.233,0.473,0.309
4023,0.533,0.5,0.503,0.27
4024,0.467,0.5,0.467,0.365
4025,0.6,0.233,0.534,0.231
4026,0.6,0.5,0.473,0.309
4027,0.533,0.233,0.534,0.231
4028,0.4,0.1,0.467,0.357
4029,0.467,0.367,0.503,0.27
4030,0.4,0.233,0.467,0.357
4031,0.6,0.233,0.473,0.309
4032,0.6,0.1,0.503,0.27
4033,0.533,0.1,0.473,0.309
4034,0.4,0.367,0.473,0.309
4035,0.4,0.367,0.473,0.309
4036,0.6,0.367,0.467,0.365
4037,0.467,0.233,0.467,0.357
4038,0.467,0.367,0.503,0.27
4039,0.6,0.1,0.503,0.27
4040,0.533,0.233,0.534,0.231
4041,0.533,0.233,0.473,0.309
4042,0.6,0.367,0.467,0.365
4043,0.467,0.1,0.467,0.357
4044,0.4,0.5,0.467,0.365
4045,0.4,0.233,0.467,0.365
4046,0.6,0.233,0.503,0.27
4047,0.4,0.1,0.534,0.231
4048,0.467,0.5,0.503,0.27
4049,0.467,0.1,0.503,0.27
4050,0.4,0.367,0.534,0.231
4051,0.533,0.367,0.467,0.365
4052,0.4,0.5,0.503,0.27
4053,0.533,0.233,0.473,0.309
4054,0.533,0.1,0.534,0.231
4055,0.6,0.1,0.473,0.309
4056,0.467,0.1,0.534,0.231
4057,0.4,0.5,0.503,0.27
4058,0.533,0.233,0.503,0.27
4059,0.6,0.1,0.503,0.27
4060,0.6,0.5,0.467,0.365
4061,0.467,0.5,0.467,0.357
4062,0.4,0.367,0.473,0.309
4063,0.4,0.233,0.467,0.365
4064,0.467,0.5,0.534,0.231
4065,0.6,0.233,0.503,0.27
4066,0.6,0.367,0.534,0.231
4067,0.467,0.233,0.503,0.27
4068,0.467,0.5,0.467,0.365
4069,0.533,0.1,0.473,0.309
4070,0.4,0.233,0.473,0.309
4071,0.467,0.233,0.473,0.309
4072,0.467,0.1,0.503,0.27
4073,0.533,0.233,0.473,0.309
4074,0.467,0.233,0.473,0.309
4075,0.4,0.5,0.503,0.27
4076,0.467,0.367,0.467,0.365
4077,0.533,0.233,0.473,0.309
4078,0.533,0.5,0.467,0.365
4079,0.467,0.233,0.534,0.231
4080,0.4,0.233,0.467,0.365
4081,0.4,0.367,0.473,0.309
4082,0.467,0.5,0.473,0.309
4083,0.467,0.233,0.534,0.231
4084,0.4,0.367,0.473,0.309
4085,0.533,0.5,0.56,0.2
4086,0.467,0.5,0.503,0.27
4087,0.533,0.233,0.473,0.309
4088,0.533,0.233,0.473,0.309
4089,0.4,0.367,0.473,0.309
4090,0.533,0.367,0.473,0.309
4091,0.467,0.1,0.467,0.357
4092,0.533,0.367,0.467,0.365
4093,0.6,0.5,0.503,0.27
4094,0.4,0.1,0.467,0.365
4095,0.467,0.367,0.473,0.309
4096,0.533,0.1,0.473,0.309
4097,0.533,0.367,0.473,0.309
4098,0.533,0.1,0.534,0.231
4099,0.467,0.367,0.534,0.231
4100,0.533,0.233,0.534,0.231
4101,0.6,0.233,0.473,0.309
4102,0.4,0.367,0.473,0.309
4103,0.467,0.233,0.467,0.365
4104,0.467,0.1,0.473,0.309
4105,0.6,0.367,0.503,0.27
4106,0.4,0.5,0.503,0.27
4107,0.533,0.367,0.473,0.309
4108,0.533,0.1,0.473,0.309
4109,0.6,0.233,0.534,0.231
4110,0.533,0.233,0.473,0.309
4111,0.4,0.233,0.503,0.27
4112,0.6,0.1,0.473,0.309
4113,0.467,0.1,0.534,0.231
4114,0.533,0.233,0.473,0.309
4115,0.467,0.1,0.503,0.27
4116,0.533,0.5,0.473,0.309
4117,0.467,0.1,0.473,0.309
4118,0.4,0.367,0.467,0.365
4119,0.533,0.5,0.467,0.365
4120,0.467,0.367,0.467,0.365
4121,0.533,0.1,0.467,0.357
4122,0.4,0.367,0.467,0.357
4123,0.4,0.1,0.473,0.309
4124,0.533,0.5,0.503,0.27
4125,0.4,0.1,0.467,0.357
4126,0.4,0.5,0.473,0.309
4127,0.6,0.5,0.473,0.309
4128,0.533,0.5,0.467,0.357
4129,0.467,0.1,0.503,0.27
4130,0.4,0.5,0.473,0.309
4131,0.4,0.5,0.503,0.27
4132,0.6,0.1,0.534,0.231
4133,0.6,0.1,0.467,0.357
4134,0.4,0.233,0.534,0.231
4135,0.4,0.5,0.534,0.231
4136,0.533,0.5,0.473,0.309
4137,0.4,0.367,0.503,0.27
4138,0.6,0.233,0.473,0.309
4139,0.467,0.233,0.503,0.27
4140,0.533,0.367,0.473,0.309
4141,0.533,0.1,0.534,0.231
4142,0.4,0.1,0.467,0.365
4143,0.6,0.233,0.473,0.309
4144,0.6,0.367,0.473,0.309
4145,0.4,0.1,0.473,0.309
4146,0.533,0.1,0.503,0.27
4147,0.533,0.5,0.467,0.357
4148,0.533,0.233,0.467,0.357
4149,0.533,0.367,0.467,0.357
4150,0.467,0.233,0.534,0.231
4151,0.467,0.367,0.503,0.27
4152,0.533,0.233,0.534,0.231
4153,0.467,0.1,0.473,0.309
4154,0.6,0.233,0.473,0.309
4155,0.4,0.233,0.503,0.27
4156,0.4,0.5,0.503,0.27
4157,0.467,0.367,0.503,0.27
4158,0.467,0.233,0.473,0.309
4159,0.4,0.1,0.473,0.309
4160,0.533,0.5,0.503,0.27
4161,0.533,0.233,0.534,0.231
4162,0.6,0.367,0.503,0.27
4163,0.467,0.367,0.503,0.27
4164,0.4,0.233,0.503,0.27
4165,0.533,0.233,0.503,0.27
4166,0.4,0.233,0.473,0.309
4167,0.6,0.1,0.473,0.309
4168,0.533,0.1,0.473,0.309
4169,0.6,0.5,0.473,0.309
4170,0.533,0.1,0.467,0.365
4171,0.467,0.367,0.503,0.27
4172,0.4,0.367,0.467,0.365
4173,0.6,0.233,0.534,0.231
4174,0.4,0.233,0.473,0.309
4175,0.533,0.1,0.503,0.27
4176,0.6,0.5,0.467,0.357
4177,0.467,0.367,0.467,0.357
4178,0.533,0.5,0.473,0.309
4179,0.467,0.233,0.473,0.309
4180,0.467,0.1,0.473,0.309
4181,0.6,0.1,0.467,0.365
4182,0.6,0.367,0.473,0.309
4183,0.6,0.233,0.503,0.27
4184,0.6,0.5,0.473,0.309
4185,0.4,0.367,0.473,0.309
4186,0.4,0.1,0.473,0.309
4187,0.533,0.233,0.503,0.27
4188,0.533,0.367,0.503,0.27
4189,0.467,0.1,0.534,0.231
4190,0.467,0.233,0.473,0.309
4191,0.6,0.233,0.467,0.365
4192,0.533,0.5,0.503,0.27
4193,0.6,0.367,0.503,0.27
4194,0.4,0.1,0.467,0.365
4195,0.467,0.233,0.467,0.357
4196,0.4,0.5,0.534,0.231
4197,0.467,0.1,0.503,0.27
4198,0.533,0.1,0.534,0.231
4199,0.533,0.1,0.534,0.231
4200,0.533,0.5,0.467,0.365
4201,0.467,0.233,0.467,0.357
4202,0.6,0.5,0.467,0.357
4203,0.4,0.5,0.467,0.365
4204,0.467,0.1,0.534,0.231
4205,0.467,0.367,0.534,0.231
4206,0.467,0.1,0.534,0.231
4207,0.533,0.1,0.473,0.309
4208,0.6,0.1,0.534,0.231
4209,0.4,0.1,0.473,0.309
4210,0.6,0.1,0.503,0.27
4211,0.467,0.1,0.473,0.309
4212,0.533,0.5,0.473,0.309
4213,0.533,0.5,0.473,0.309
4214,0.533,0.5,0.467,0.357
4215,0.4,0.233,0.473,0.309
4216,0.467,0.5,0.467,0.365
4217,0.467,0.233,0.473,0.309
4218,0.4,0.1,0.473,0.309
4219,0.533,0.1,0.467,0.357
4220,0.467,0.1,0.534,0.231
4221,0.4,0.233,0.473,0.309
4222,0.533,0.5,0.473,0.309
4223,0.6,0.5,0.467,0.357
4224,0.4,0.1,0.534,0.231
4225,0.533,0.367,0.503,0.27
4226,0.467,0.367,0.467,0.365
4227,0.4,0.5,0.467,0.365
4228,0.533,0.367,0.467,0.365
4229,0.533,0.1,0.503,0.27
4230,0.467,0.1,0.503,0.27
4231,0.6,0.367,0.503,0.27
4232,0.533,0.233,0.467,0.365
4233,0.467,0.1,0.473,0.309
4234,0.6,0.233,0.473,0.309
4235,0.467,0.5,0.503,0.27
4236,0.467,0.1,0.503,0.27
4237,0.4,0.1,0.467,0.357
4238,0.6,0.367,0.534,0.231
4239,0.6,0.367,0.467,0.365
4240,0.533,0.5,0.473,0.309
4241,0.533,0.1,0.534,0.231
4242,0.4,0.233,0.467,0.357
4243,0.467,0.1,0.534,0.231
4244,0.4,0.1,0.473,0.309
4245,0.4,0.5,0.467,0.365
4246,0.467,0.367,0.467,0.365
4247,0.533,0.1,0.473,0.309
4248,0.533,0.5,0.467,0.357
4249,0.533,0.233,0.467,0.357
4250,0.4,0.233,0.473,0.309
4251,0.6,0.5,0.473,0.309
4252,0.6,0.367,0.503,0.27
4253,0.533,0.1,0.473,0.309
4254,0.467,0.367,0.503,0.27
4255,0.467,0.5,0.503,0.27
4256,0.6,0.5,0.473,0.309
4257,0.467,0.5,0.467,0.365
4258,0.4,0.5,0.467,0.357
4259,0.6,0.5,0.503,0.27
4260,0.6,0.1,0.473,0.309
4261,0.467,0.5,0.467,0.357
4262,0.467,0.1,0.467,0.357
4263,0.467,0.5,0.467,0.365
4264,0.4,0.367,0.503,0.27
4265,0.467,0.367,0.473,0.309
4266,0.533,0.1,0.503,0.27
4267,0.533,0.5,0.467,0.365
4268,0.4,0.367,0.473,0.309
4269,0.467,0.5,0.503,0.27
4270,0.533,0.367,0.503,0.27
4271,0.467,0.233,0.534,0.231
4272,0.4,0.1,0.473,0.309
4273,0.4,0.233,0.467,0.365
4274,0.533,0.5,0.473,0.309
4275,0.467,0.367,0.534,0.231
4276,0.533,0.367,0.467,0.357
4277,0.533,0.367,0.467,0.365
4278,0.467,0.5,0.467,0.365
4279,0.6,0.5,0.473,0.309
4280,0.6,0.5,0.473,0.309
4281,0.6,0.233,0.473,0.309
4282,0.533,0.1,0.503,0.27
4283,0.533,0.367,0.473,0.309
4284,0.4,0.233,0.467,0.357
4285,0.467,0.5,0.467,0.357
4286,0.533,0.5,0.534,0.231
4287,0.6,0.233,0.473,0.309
4288,0.4,0.1,0.503,0.27
4289,0.6,0.1,0.503,0.27
4290,0.4,0.367,0.467,0.365
4291,0.4,0.1,0.473,0.309
4292,0.467,0.367,0.534,0.231
4293,0.6,0.233,0.473,0.309
4294,0.6,0.367,0.473,0.309
4295,0.467,0.5,0.503,0.27
4296,0.467,0.367,0.473,0.309
4297,0.467,0.233,0.534,0.231
4298,0.467,0.5,0.503,0.27
4299,0.4,0.1,0.473,0.309
4300,0.467,0.367,0.503,0.27
4301,0.533,0.233,0.473,0.309
4302,0.4,0.233,0.473,0.309
4303,0.6,0.5,0.534,0.231
4304,0.4,0.233,0.473,0.309
4305,0.6,0.367,0.467,0.365
4306,0.4,0.367,0.467,0.365
4307,0.467,0.1,0.467,0.357
4308,0.533,0.367,0.503,0.27
4309,0.4,0.233,0.503,0.27
4310,0.533,0.1,0.473,0.309
4311,0.4,0.233,0.467,0.365
4312,0.6,0.367,0.534,0.231
4313,0.6,0.233,0.467,0.357
4314,0.467,0.5,0.473,0.309
4315,0.6,0.233,0.473,0.309
4316,0.467,0.5,0.467,0.357
4317,0.467,0.367,0.503,0.27
4318,0.4,0.233,0.467,0.365
4319,0.467,0.233,0.534,0.231
4320,0.4,0.367,0.467,0.365
4321,0.6,0.5,0.503,0.27
4322,0.533,0.367,0.503,0.27
4323,0.4,0.367,0.467,0.357
4324,0.4,0.1,0.467,0.357
4325,0.4,0.1,0.503,0.27
4326,0.533,0.1,0.534,0.231
4327,0.6,0.5,0.473,0.309
4328,0.6,0.5,0.534,0.231
4329,0.467,0.5,0.503,0.27
4330,0.4,0.1,0.473,0.309
4331,0.6,0.233,0.473,0.309
4332,0.533,0.1,0.534,0.231
4333,0.533,0.233,0.473,0.309
4334,0.467,0.233,0.534,0.231
4335,0.6,0.1,0.467,0.357
4336,0.533,0.1,0.467,0.357
4337,0.4,0.233,0.473,0.309
4338,0.6,0.233,0.534,0.231
4339,0.467,0.5,0.473,0.309
4340,0.6,0.1,0.503,0.27
4341,0.4,0.233,0.473,0.309
4342,0.533,0.233,0.534,0.231
4343,0.467,0.233,0.473,0.309
4344,0.6,0.233,0.473,0.309
4345,0.533,0.1,0.534,0.231
4346,0.467,0.233,0.473,0.309
4347,0.467,0.5,0.473,0.309
4348,0.6,0.233,0.467,0.357
4349,0.4,0.5,0.534,0.231
4350,0.467,0.5,0.467,0.365
4351,0.6,0.1,0.473,0.309
4352,0.467,0.367,0.473,0.309
4353,0.4,0.233,0.473,0.309
4354,0.533,0.367,0.467,0.365
4355,0.467,0.5,0.534,0.231
4356,0.4,0.233,0.503,0.27
4357,0.6,0.233,0.534,0.231
4358,0.4,0.233,0.473,0.309
4359,0.4,0.367,0.467,0.365
4360,0.4,0.5,0.503,0.27
4361,0.4,0.367,0.473,0.309
4362,0.467,0.367,0.473,0.309
4363,0.4,0.1,0.473,0.309
4364,0.6,0.233,0.534,0.231
4365,0.4,0.233,0.473,0.309
4366,0.533,0.367,0.503,0.27
4367,0.6,0.1,0.534,0.231
4368,0.533,0.5,0.473,0.309
4369,0.467,0.233,0.503,0.27
4370,0.467,0.5,0.467,0.365
4371,0.6,0.1,0.503,0.27
4372,0.467,0.5,0.467,0.365
4373,0.533,0.5,0.534,0.231
4374,0.533,0.367,0.534,0.231
4375,0.533,0.367,0.473,0.309
4376,0.533,0.233,0.467,0.365
4377,0.533,0.1,0.534,0.231
4378,0.467,0.367,0.467,0.365
4379,0.4,0.5,0.534,0.231
4380,0.6,0.1,0.473,0.309
4381,0.6,0.233,0.473,0.309
4382,0.533,0.5,0.473,0.309
4383,0.467,0.5,0.503,0.27
4384,0.4,0.1,0.503,0.27
4385,0.533,0.367,0.534,0.231
4386,0.4,0.233,0.534,0.231
4387,0.467,0.233,0.534,0.231
4388,0.6,0.233,0.534,0.231
4389,0.533,0.5,0.473,0.309
4390,0.6,0.1,0.473,0.309
4391,0.467,0.1,0.473,0.309
4392,0.6,0.5,0.467,0.365
4393,0.533,0.1,0.534,0.231
4394,0.533,0.1,0.534,0.231
4395,0.6,0.1,0.467,0.357
4396,0.467,0.5,0.503,0.27
4397,0.533,0.5,0.534,0.231
4398,0.533,0.1,0.473,0.309
4399,0.6,0.233,0.534,0.231
4400,0.4,0.5,0.467,0.365
4401,0.4,0.233,0.534,0.231
4402,0.467,0.367,0.503,0.27
4403,0.533,0.5,0.467,0.357
4404,0.4,0.1,0.503,0.27
4405,0.533,0.1,0.473,0.309
4406,0.533,0.1,0.534,0.231
4407,0.533,0.233,0.473,0.309
4408,0.467,0.1,0.473,0.309
4409,0.467,0.5,0.503,0.27
4410,0.4,0.5,0.467,0.365
4411,0.533,0.5,0.467,0.357
4412,0.533,0.5,0.534,0.231
4413,0.4,0.5,0.473,0.309
4414,0.467,0.1,0.473,0.309
4415,0.467,0.367,0.503,0.27
4416,0.533,0.5,0.503,0.27
4417,0.4,0.5,0.503,0.27
4418,0.4,0.233,0.503,0.27
4419,0.6,0.1,0.473,0.309
4420,0.467,0.367,0.467,0.365
4421,0.467,0.5,0.503,0.27
4422,0.4,0.367,0.503,0.27
4423,0.467,0.233,0.503,0.27
4424,0.533,0.5,0.473,0.309
4425,0.4,0.367,0.467,0.365
4426,0.4,0.233,0.467,0.357
4427,0.533,0.1,0.467,0.357
4428,0.4,0.1,0.534,0.231
4429,0.4,0.367,0.467,0.365
4430,0.533,0.233,0.473,0.309
4431,0.4,0.5,0.503,0.27
4432,0.533,0.367,0.467,0.365
4433,0.4,0.5,0.473,0.309
4434,0.533,0.5,0.473,0.309
4435,0.4,0.5,0.56,0.2
4436,0.6,0.233,0.503,0.27
4437,0.467,0.1,0.503,0.27
4438,0.4,0.233,0.503,0.27
4439,0.6,0.5,0.467,0.365
4440,0.6,0.233,0.503,0.27
4441,0.533,0.1,0.534,0.231
4442,0.533,0.1,0.503,0.27
4443,0.6,0.5,0.473,0.309
4444,0.4,0.367,0.467,0.365
4445,0.6,0.233,0.503,0.27
4446,0.4,0.233,0.473,0.309
4447,0.4,0.1,0.503,0.27
4448,0.533,0.367,0.534,0.231
4449,0.6,0.367,0.467,0.365
4450,0.6,0.367,0.503,0.27
4451,0.4,0.233,0.534,0.231
4452,0.6,0.233,0.503,0.27
4453,0.6,0.367,0.473,0.309
4454,0.533,0.233,0.473,0.309
4455,0.467,0.1,0.503,0.27
4456,0.533,0.5,0.467,0.365
4457,0.467,0.367,0.473,0.309
4458,0.467,0.367,0.503,0.27
4459,0.4,0.5,0.467,0.357
4460,0.467,0.233,0.467,0.357
4461,0.4,0.1,0.503,0.27
4462,0.4,0.1,0.473,0.309
4463,0.6,0.367,0.473,0.309
4464,0.467,0.233,0.503,0.27
4465,0.467,0.1,0.467,0.357
4466,0.4,0.233,0.467,0.365
4467,0.533,0.5,0.473,0.309
4468,0.467,0.1,0.503,0.27
